[HEADER]
Insulated box
Parallel heaters, 1x 5W, 1x 10W
K_p=3.5
K_i=1e-3

[DATA]
time	temperature	humidity	heater power
[s]	[±0.5 °C]	[±3 pct]	[±0.05 W]
0.0	23.78	49.4	5.340
1.0	23.78	49.4	5.340
2.0	23.78	49.4	5.340
3.0	23.79	49.3	5.344
4.0	23.79	49.3	5.344
5.0	23.79	49.3	5.344
6.0	23.79	49.3	5.344
7.0	23.79	49.3	5.340
8.0	23.79	49.3	5.340
9.0	23.79	49.3	5.344
10.0	23.79	49.3	5.344
11.0	23.79	49.3	5.344
12.0	23.79	49.3	5.344
13.0	23.79	49.3	5.340
14.0	23.79	49.3	5.340
15.0	23.80	49.3	5.340
16.0	23.80	49.3	5.344
17.0	23.81	49.3	5.340
18.0	23.81	49.3	5.344
19.0	23.82	49.4	5.344
20.0	23.82	49.4	5.340
21.0	23.82	49.4	5.344
22.0	23.83	49.4	5.340
23.0	23.83	49.4	5.344
24.0	23.84	49.4	5.344
25.1	23.84	49.4	5.340
26.1	23.85	49.4	5.332
27.1	23.86	49.5	5.332
28.1	23.87	49.5	5.332
29.1	23.88	49.5	5.328
30.1	23.89	49.5	5.328
31.1	23.90	49.6	5.328
32.1	23.91	49.6	5.332
33.1	23.92	49.6	5.332
34.1	23.93	49.6	5.332
35.1	23.94	49.6	5.328
36.1	23.95	49.6	5.332
37.1	23.97	49.7	5.328
38.1	23.98	49.7	5.328
39.1	23.99	49.7	5.328
40.1	24.01	49.7	5.328
41.1	24.02	49.7	5.328
42.1	24.04	49.7	5.328
43.1	24.06	49.8	5.332
44.1	24.07	49.8	5.328
45.1	24.09	49.9	5.332
46.1	24.11	49.9	5.332
47.1	24.12	49.9	5.332
48.1	24.14	49.9	5.328
49.1	24.16	49.9	5.328
50.1	24.18	49.9	5.328
51.1	24.20	50.0	5.332
52.1	24.22	50.0	5.328
53.1	24.24	50.0	5.328
54.1	24.26	50.0	5.328
55.1	24.28	50.1	5.332
56.1	24.30	50.1	5.328
57.1	24.32	50.1	5.328
58.1	24.34	50.1	5.328
59.1	24.36	50.2	5.328
60.1	24.38	50.2	5.332
61.1	24.41	50.3	5.332
62.1	24.43	50.3	5.328
63.1	24.46	50.3	5.328
64.1	24.48	50.3	5.332
65.1	24.51	50.4	5.328
66.1	24.53	50.4	5.328
67.1	24.55	50.4	5.332
68.1	24.58	50.4	5.332
69.1	24.60	50.4	5.328
70.1	24.63	50.4	5.332
71.1	24.66	50.5	5.328
72.1	24.68	50.5	5.328
73.1	24.71	50.5	5.332
74.1	24.73	50.5	5.316
75.2	24.76	50.6	5.328
76.1	24.79	50.6	5.332
77.2	24.81	50.6	5.328
78.2	24.84	50.6	5.328
79.2	24.87	50.7	5.332
80.2	24.89	50.7	5.328
81.2	24.92	50.8	5.316
82.2	24.95	50.8	5.332
83.2	24.98	50.8	5.332
84.2	25.01	50.8	5.332
85.2	25.04	50.8	5.320
86.2	25.06	50.8	5.332
87.2	25.09	50.8	5.320
88.2	25.12	50.8	5.316
89.2	25.14	50.9	5.328
90.2	25.17	50.9	5.328
91.2	25.20	51.0	5.328
92.2	25.23	51.0	5.328
93.2	25.26	51.0	5.332
94.2	25.29	51.0	5.316
95.2	25.32	51.1	5.328
96.2	25.35	51.1	5.320
97.2	25.38	51.1	5.316
98.2	25.40	51.1	5.320
99.2	25.43	51.1	5.316
100.2	25.46	51.1	5.316
101.2	25.49	51.1	5.328
102.2	25.51	51.1	5.316
103.2	25.54	51.2	5.320
104.2	25.57	51.2	5.316
105.2	25.60	51.2	5.316
106.2	25.63	51.2	5.316
107.2	25.66	51.3	5.316
108.2	25.70	51.3	5.316
109.2	25.73	51.3	5.320
110.2	25.76	51.3	5.316
111.2	25.79	51.3	5.320
112.2	25.82	51.3	5.320
113.2	25.85	51.3	5.320
114.2	25.88	51.3	5.316
115.2	25.91	51.4	5.316
116.2	25.94	51.4	5.316
117.2	25.96	51.4	5.316
118.2	25.99	51.4	5.320
119.2	26.02	51.5	5.320
120.2	26.05	51.5	5.316
121.2	26.08	51.5	5.316
122.2	26.11	51.5	5.316
